handle,name,tweetdate,tweet,isretweet,likes,retweets,comments,isthread
"@talksports45",Spandan Roy,8-Jul-2024,"Such was his comeback that in 2007, across formats Ganguly emerged as the highest run getter, scoring 2346 runs. No.2 was Mahela Jayawardene with 2230 runs. He literally had proven all those critics wrong, who thought Ganguly was done and dusted, he proved it to the world, that he had a lot of cricket left in him.
The work and effort that he had put during his ouster was visible, whether it was attacking Tremlett and Broad in ODIs in England or whether it was in red ball cricket... (20/n)",N,218,22,2,Y
"@talksports45",Spandan Roy,8-Jul-2024,"Every good thing does come to an end, and same was the story with Dada's international cricket journey. The Border Gavaskar Trophy in India, was gonna be his final series.. 
Still remember the day, when he announced his retirement, I was a bit emotional that day and that Nagpur test and as it was coming to a close... emotions ran high and what made matters worse, Kumble too decided to call it quits in the very same series.. But Dada, even in his final series scored a century at Mohali and missed out on another century at Nagpur... What was satisfying was he came back and it was a comeback to remember for ages.. (21/n)",N,254,25,4,Y
"@talksports45",Spandan Roy,8-Jul-2024,"Sourav Ganguly, is the only cricketer to win 4 consecutive man of the match awards in ODI cricket.
He holds the record for the highest score by an individual in the ICC Champions Trophy Finals.
Ganguly is one of the 6 players in ODI history to have scored 10000+ ODI runs, claimed more than 75 wickets and 100 or more catches to his name. 
As an Indian batter, he has the most no. of centuries in the continent Africa i.e. 9.
He has scored three centuries in the knockout games of ICC events.
As an Indian batter, with a criteria of batting for a minimum of 8 innings in Tests in  England, Ganguly has the second best batting average, which is 65.35. 
He is one of the four Indian batters to have scored  a century in both Tests and ODIs in Australia. 
Among the likes of Asian Batters, Ganguly is one of the 14 batters to have a batting average>35  with SENA countries as hosts playing a minimum of 50 innings
With a criteria of playing minimum of 10 innings against South Africa in ODIs, Ganguly is one of the 7 batters to average>50 with the bat against them.
(22/n)",N,214,25,1,Y
"@talksports45",Spandan Roy,8-Jul-2024,"Stat Alert: If we fix certain criteria of players who have scored more than 10000 ODI runs, have taken minimum of 75 wickets, have a batting average >40 and a bowling average< 40, only two players satisfy all these conditions, one is Sourav Ganguly and the second is Jacques Kallis.
Dada did play the IPL post his retirement, from international cricket. He led the Kolkata Knight Riders for the first three editions, and later played for the Pune Warriors India. 
In the fifth edition, he was handed over Pune's captaincy and also served as the mentor for the Franchise. In IPL 2010, he was the fourth highest run getter of the tournament.
For the first five editions, he was one of the 9 cricketers to have scored 1000+ runs and claim atleast 10 wickets.
(23/n)",N,198,26,5,Y
"@talksports45",Spandan Roy,8-Jul-2024,"Well that's it for the thread. I hope you enjoyed reading this, it was quite a long read, but to sum up Dada's career in one thread, is quite an impossible task. If you feel it's worth a share, please share it with more cricket enthusiasts. And once again wishing Dada a very very Happy Birthday... #HappyBirthdayDada  (24/n)
",N,332,34,28,Y
"@talksports45
",Spandan Roy,17-Aug-2024,"THE FAKE IPL PLAYER, as the name suggests it wasn't some player but a blog, yes a blog that was assumed to be written by a KKR team member.. Stories, rumours and nick names for players was all that the blog was about... The blog gained immense popularity, and KKR who already were having a torrid season saw their problems increase.

But in 2010 a Bangalore based marketing specialist claimed responsibility for the blog and termed it as based on fiction and for pure entertainment.. (12/n)",,,,,
"@talksports45
",Spandan Roy,17-Aug-2024,"Sunil Narine, without a doubt is one of the most consistent and stand out performers of the league.. But did you know that he is the only player in the league to have batted at all 11 positions, yes you hear that right he has batted at all 11 batting positions
Batting wise:
Opening-54
No.3-1
No.4-8
No.5-7
No.6-1
No.7-6
No.8-13
No.9-9
No.10-8
No.11-3

Some more trivia about Narine- He has scored a century in the IPL, he has a 5w haul in the IPL against KXIP and a hattrick against KXIP in the IPL too, but in all of these major instances, KKR has always ended upon the losing side. (13/n)",,,,,
"@talksports45
",Spandan Roy,17-Aug-2024,"As we know that there's a restriction on the no. of overseas players that IPL teams can play in their playing XI, but Mumbai Indians once played 5 overseas members in their XI in the CLT20.
In a match against CSK, owing to multiple injuries to their Indian players, they were allowed to play 5 overseas players. Those 5 overseas players were Kieron Pollard, Davy Jacobs, Lasith Malinga, Andrew Symonds and Aiden Blizzard.

Adding some more CLT20 trivia in the very same tweet, Ravichandran Ashwin was awarded the man of the series in the 2010 edition, however he never won a man of the match award in the 24 matches he played in the CLT20.. (14/n)",,,,,
"@talksports45
",Spandan Roy,17-Aug-2024,"Back in 2008, England had not allowed their centrally contracted players to feature in the league. However there was a player from England to play the league, and he was none other than Dimitri Mascarenhas who played for the Rajasthan Royals in the inaugral edition.
Dimitri also became the first English bowler to have claimed a 5w haul in the IPL, in 2012, playing for the KXIP against PWI.

Another trivia to add in this tweet- In 2008 Rajasthan Royals were not just led by Shane Warne, but Warne also was the head coach of the team..On similar basis, Sourav Ganguly was the captain of the Pune Warriors India in the 2012 edition and also served as the mentor for the team. (15/n)",,,,,
"@talksports45
",Spandan Roy,17-Aug-2024,"Sachin Tendulkar, Sourav Ganguly, Rahul Dravid, VVS Laxman and Virender Sehwag have been stalwarts of Indian cricket.. What I could say is our FAB-5, but there were only two bowlers in the league to have dismissed them atleast once, and they are Praveen Kumar and Piyush Chawla.

Some more trivia on Praveen Kumar- Praveen Kumar has the record of bowling the most maiden overs in the IPL, which has now been equalled by Bhuvneshwar Kumar, 14 maidens. What's interesting is Praveen achieved the feat in just 119 matches.. (16/n)",,,,,
"@talksports45
",Spandan Roy,17-Aug-2024,"Quite a lot of IPL franchises, have had Indian captains over the period of time, but Mayank Agarwal and Karun Nair are the only 2 players to have led their IPL sides, but never played a single T20I for India.

Rohit Sharma, the Indian Captain has claimed a hattrick in the IPL and has also been a part of an IPL Hattrick. He claimed his IPL hattrick against Mumbai Indians, back in 2009 and was one of Samuel Badree's scalps in 2017... (17/n)",,,,,
"@talksports45
",Spandan Roy,17-Aug-2024,"Back to some CLT20 Trivia: CLT20 started in 2009 and we saw it's last edition in 2014. In such a short span of time, Dirk Nannes and Thisara Perera managed to appear for 4 different teams..

While Nannes appeared for Delhi Daredevils, Highveld Lions, Royal Challengers Bangalore and Victoria, Perera appeared for Kings XI Punjab, Mumbai Indians, Sunrisers Hyderabad and Wayamba.
(18/n)",,,,,
"@talksports45
",Spandan Roy,17-Aug-2024,"In the inaugral season of IPL, 4 players were announced as icon players, which meant that they will play for their home state and won't be a part of the auction.. Sachin Tendulkar for Mumbai Indians, Sourav Ganugly for Kolkata Knight Riders, Rahul Dravid for Royal Challengers Bangalore and Yuvraj Singh for Kings XI Punjab.. 
However Delhi Daredevils requested Sehwag to be added as an icon player too, and Deccan Chargers had a similar request for VVS Laxman, however VVS turned down the offer so that Deccan Chargers could spend more money on other players.... (19/n)",,,,,
"@talksports45
",Spandan Roy,17-Aug-2024,"Ending the thread with a list of 10 players you might not know, featured in the IPL or were a part of any of the IPL squads.
Justin Langer🇦🇺- Rajasthan Royals
Shivnarine Chanderpaul🇬🇾-Royal Challengers Bangalore
Darren Bravo🇹🇹-Kolkata Knight Riders
Ramnaresh Sarwan🇬🇾-Kings XI Punjab
Simon Katich🇦🇺-Kings XI Punjab
Andre Nel🇿🇦-Mumbai Indians
Nuwan Zoysa🇱🇰-Deccan Chargers
Andrew Flintoff🏴󠁧󠁢󠁥󠁮󠁧󠁿-Chennai Super Kings
Shane Bond🇳🇿-Kolkata Knight Riders
Damien Martyn-Rajasthan Royals

(20/n)",,,,,
@ABsay_ek,Abhishek AB,16-Aug-2024,"Happy Birthday to Jeff Thomson!

""Imagine soaking a cricket ball in kerosene, setting it alight, and launching it from a cannon—that’s the kind of blistering speed Thomson delivered. When he bowled, you could almost smell the singe of charred leather. His thighs surged like the pistons of a Melbourne Express, his boots hammered the ground like a stampede, and the ball exploded from his hand like a blazing red streak.""

Watch this clip to witness Thomson's impact in the 1975 Test series. Dubbed an unofficial World Championship, the series saw Australia face the West Indies, who had just won the 1975 World Cup...
After Australia claimed the first Test in Brisbane, the West Indies hit back with a resounding win in Perth. Following a short ODI break, Australia dominated the remaining Tests, clinching the series 5-1...
Thomson was unstoppable, taking 25 wickets in the last four Tests & 29 in total....
But beyond the stats, it was the fear he instilled—sending length balls whizzing past batsmen's chins—that truly rattled the West Indies...

This series was a turning point for Lloyd & Co., prompting them to adopt a pace-heavy strategy after witnessing the havoc wreaked by Lillee & Thomson's thunderbolts...",,,,,
@VijayCricketFan,Vijay Anaparthi,16-Aug-2024,"#OnThieDay in 2009 Charles Coventry hammered 194* in Bulawayo, equalled Saeed Anwar's record for the highest individual score at that time. The next best score in Zimbabwe's innings was just 37.

He scored 62.17% of the team’s runs that day, the 6th highest percentage of runs ever at that time.

Due to Tamim Iqbal's brilliant batting in the 2nd innings, Bangladesh successfully chased down the target. Charles Coventry’s 194 remains the highest individual score in a losing cause with Fakhar Zaman(193) coming closest to it in 2021.

After this innings, Coventry did not score another century in international cricket.",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"One player whose batting stance often we discuss more than his batting records. Only 12 cricketers scored more than 20,000 runs in international cricket and he was one of them

Let's delve into the career of Shivnarine Chanderpaul in this thread

🧵 Thread 1/16
#CricketTwitter",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"In 19994 against England 19 year old All rounder replaced Phil Simmons in the playing 11.That allrounder bowled 16 overs of leg breaks in his first Test match along with handy 62 runs with the bat.

 🧵2/16",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"After that he only bowled around 270 overs in his entire career, but his batting prowess reached new heights over the next decade and a half.",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"After 15 Test matches his Test average is more than 50 but after that it dipped drastically before the 2002 India series his average was 38.8 but from that point onwards its one way ⬆️ 📈, finished career with 51.37 after playing 164 Tests

🧵4/16",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"In that series he along with his skipper Carl Hooper played brilliantly. Chanderpaul scored at least 50 in all the 5 test matches, In Fact he scored 3 hundreds and 3 fifties in that series and helped Windies to won a series.
🧵5/16",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,The Windies won their 12th Test series against India out of 16 series played up to that point. However after that series they never managed to win a single Test match against India.,,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"The 2003 Frank Worrell Trophy holds a special memory for him. Even though it wasn't his best series, he made a mark by scoring a hundred in just 69 balls at that time this was 3rd fastest century and Viv Richards held the record then, later Baz scored 54 ball hundred

🧵7/16",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"Everyone remember the 4th Test match, Westindies pulled off a heist with a record chase in the 4th innings against mighty Australia and Chanderpaul played a crucial role in that. He scored a match winning 100 and won the MOM. This is highest successful run chase in Test Cricket",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"In 2005 Chanderpaul became the only 2nd player in Test history to score a Double Hundred in the 1st match as a captain; previously NZ captain Dowling achieved this feat. Till now only Kohli and Greg Chappel scored 100's in both the innings of their Test Captaincy debut

🧵9/16",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"West Indies won the 1st and only Test match under his captaincy was against Pakistan. Chanderpaul played a pivotal role, scoring 92 and an unbeaten 153 to secure the win for the Windies.",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"From 2006 Nov to 2007 Dec Chanderpaul scored Seven 50+ scores in consecutive innings and equalled a record. Apart from him only Everton Weeks, Andy Flower, Sanga, Rogers and KL scored 7 consecutive 50+ scores in Test history.

🧵11/16",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"No player has scored more runs than him in Number 5 position in Test cricket; only former Australian skipper’s Steve Waugh and Michale Clarke scored 5000+ Test runs along with him in that position.

🧵12/16",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"He has an average above 40 against every opposition that he played against except zim
In Fact it was close to 50 against Aus, Eng and above 60 vs Ind. Only few foreign players have the average above 65 in England and he is one of them.

🧵13/16",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"Despite not achieving the same level of success in limited-overs cricket compared to Test matches, Chanderpaul remained one of the key batters for West Indies in ODIs until 2010.",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"Chanderpaul's contribution to West Indies cricket was indeed immense. During his time, West Indies didn't win many matches, but he often stood as a lone warrior, receiving minimal support from batters at the other end especially after Lara’s retirement.

🧵15/16",,,,,
@VijayCricketFan,Vijay Anaparthi,13-Apr-2024,"I wanted to end this thread by mentioning his knock of 210 in 76 balls in the Adam Stanford T20 cricket tournament at the age of 44 in 2019 that tells us his passion for the game and adapting to the different formats after retiring also.

Thanks 
Vijay",,,,,
